UniqueCount	AmbigCount
1	12
0	0
0	1707
0	0
1	38
0	29
0	0
0	4
0	4
0	0
0	0
0	0
0	0
0	0
23	108
0	74
0	7
2	8
0	12
0	2
13	15
0	424
0	90
0	126
749	166
1	102
11	527
1	2
0	0
15	25
0	0
60	1801
2	515
10	524
1	403
0	366
0	316
116	66
0	152
0	1
0	0
0	3
0	6
0	13
4	4
0	21
0	0
1	2
10	48
14	72
0	21
0	17
0	3
50	653
189	39
0	600
0	474
0	609
0	418
0	402
12	312
0	219
0	428
0	330
45	139
0	196
14	143
86	67
2	105
0	610
56	131
0	14
0	2
0	23
0	2
0	0
0	15
0	17
16	15
0	10
1	11
0	23
0	0
30	1994
350	3375
246	111296
2	0
13	1524
1	3
4349	8156
43	7705
0	0
0	17
0	122
0	22
0	19
0	4
437	3591
0	1
0	0
0	205
6	59
3	37
24	88
0	77
0	2
0	31
32	31
0	69
0	1
7	3
0	3
0	5
2	6
1	4
0	4
3	3
0	4
41	233
8	11
2	1
4	0
0	11
0	0
0	23
89	59
0	40
527	183
1	53
0	53
0	72
0	65
0	40
0	192
0	93
5	102
0	60
7	40
17	30
8	34
10	34
0	16
0	29
0	7
0	0
18	0
138	21
1	16
652	354
0	280
0	85
266	276
6	152
3	1335
5	1285
0	1213
0	1228
3	1128
1	1144
0	1275
17	1044
0	1329
0	1171
39	819
4	29
7	305
13	111
10	156
19	2364
325	5694
183	5347
7	0
0	1569
71	137
149	661
0	666
52	156
25	233
66	29
1	22
1	23
2	25
0	4
1	7
0	1
0	1
1	1
900	0
63	3587
266	3344
291	3512
19	2706
25	113
9	97
0	11
2	0
18	96
100	2764
0	2765
4	9
0	92
12	151
23	109
5	48
8	68
0	212
174	799
0	157
12	210
4	81
15	0
0	210
31	4
13	159
1	115
2	0
2	401
0	390
0	400
0	408
76	352
0	386
12	406
0	113
3	322
2	181
0	110
0	114
0	56
5	42
0	33
0	33
0	18
2	15
12	8
0	0
0	0
0	0
0	0
0	0
0	6
2	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	2723
0	2527
0	2443
217	1637
24	1456
0	1047
2	531
1234	0
1	4
7	4
2	14
2	7
3	7
14	0
2	2169
0	2175
0	2066
7	1432
0	1471
0	1331
0	1309
37	441
0	1177
2	944
1	434
2	477
0	574
1	431
15	410
11	124
0	136
10	169
35	218
38	50
6	5
31	4
0	146
0	122
24	136
0	136
4	23
2	135
0	8
0	42
14	1152
40	1118
24	772
0	724
8	38
0	0
10	123
0	171
10	43
90	252
5	120
58	79
0	74
6	4
18	1167
20	526
31	303
0	713
94	791
0	998
0	1519
0	1484
0	986
0	1086
0	1506
0	354
0	1341
0	1093
224	1010
5	969
0	1077
0	1518
3	1118
0	1005
1	1276
0	1346
0	518
0	327
11	292
0	1095
0	375
0	0
0	498
0	359
0	314
0	310
0	640
0	78
20	136
0	571
0	331
0	382
0	476
0	418
0	421
1	46
7	29
0	331
86	0
0	584
0	611
127	607
0	434
1	301
0	265
3	216
0	189
0	180
0	73
0	73
14	28
3	207
348	266
4	102
2	0
0	2167
85	2166
0	1560
1	417
0	489
7	310
9	229
0	0
35	189
0	106
5	160
0	182
1	136
0	181
0	68
0	54
1	56
0	12
0	8
3	2308
68	2122
6	2122
4	2236
45	530
1	204
2	0
161	3359
7	3593
114	2168
15	4069
1	7481
0	4751
16	2863
11	5523
0	6009
0	2493
5	2933
0	1089
2	1215
37	961
14	1358
0	1708
109	450
4	624
53	241
7	402
0	329
0	944
21	1001
0	98
0	81
0	958
11	999
0	433
87	2334
1	1470
141	1947
125	368
137	919
0	48
2	450
538	107
0	17
2	17
0	17
0	3
0	2
0	0
1	0
5	6
5	6
0	7
2	11
0	62
0	426
25	480
3	25
23	264
0	8
2	12
161	1859
200	1786
7	388
140	1180
156	918
6	30
0	18
25	2647
0	2575
0	2491
1	2491
4	145
39	507
8	524
1	2
0	2
3	1
197	2506
6	1841
3	771
956	326
201	15
0	0
515	0
398	1
1	463
0	460
0	411
0	472
20	477
0	451
0	467
10	95
1	46
0	477
0	71
0	392
0	127
1	55
1	55
0	472
5	336
0	30
0	434
2	406
2	15
17	17
4	395
6	72
8	30
0	37
5	80
0	162
0	130
2	124
0	64
0	50
0	16
0	2
0	11
3	14
0	10
0	8
0	10
0	9
0	6
2	6
180	3183
0	3044
0	2892
0	2843
15	2609
0	2463
8	2467
4	2468
0	830
56	2
13	512
4	3974
4	3995
91	1410
79	524
1	3
0	2
0	13
0	2128
302	2012
0	682
3	1710
0	1951
0	1740
0	1985
0	2067
0	1928
0	2082
0	1909
59	137
0	308
0	111
0	26
0	339
0	54
0	138
0	471
10	397
14	301
8	97
3	55
14	52
21	5
22	9
21	495
47	139
7	527
3	2
0	2
5	3792
2	3681
26	3443
19	1930
6	88
2	809
1	489
0	298
2	763
2	396
21	278
1	577
55	749
2	666
18	640
22	360
0	0
89	13358
1	12420
0	13800
79	2342
6	3989
9	1915
7	2632
2	1653
0	159
0	708
32	0
4	2
0	2
5	4
0	4
0	108
0	87
0	18
1	26
9	35
0	0
2	3
0	1
0	1
0	0
18	35
0	5
1	1
2	18
1	0
10	4
0	83
0	36
0	39
0	59
0	79
5	59
0	16
0	74
0	71
0	42
0	0
1	79
1	29
0	16
3	62
0	28
0	23
0	12
1	52
1	2
5	2
2	1214
0	215
1	83
0	47
1	47
4	55
0	1042
0	86
0	948
0	167
0	246
0	176
0	246
0	177
0	292
0	269
0	206
2	137
0	92
0	216
3	52
7	15
1	941
1	251
11	732
4	655
1	112
11	0
6	0
1	305
3	311
4	518
0	569
0	454
264	581
0	368
0	575
0	554
7	571
39	528
0	291
0	587
0	0
1	1
1	0
4260	234
0	1
0	75
25	160
5	162
1	0
2	117
88	5
0	5
7	159
0	20
5	3
33	58
2	31
55	82
1	96
32	49
0	34
0	62
1	2304
0	529
0	2658
25	885
52	112
1	1738
27	809
340	1275
27	534
119	886
1	900
0	846
3	289
3	117
7	72
11	87
15	88
0	1
0	5
0	5
0	5
0	4
0	3
2	0
0	0
0	3
0	3
1	1710
0	1523
0	1134
5	333
19	107
6	86
7	78
11	235
1	532
5	189
4	34
0	50
1014	0
814	0
0	2
0	2
0	2
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	3
0	2
0	1
0	1
1	1
0	3
0	2
0	0
0	2
0	0
0	1
0	0
1	0
0	93
0	99
1	459
0	465
0	478
0	464
0	154
0	475
0	131
0	47
0	39
0	57
0	456
2	33
2	418
0	1
0	6
0	5
0	5
0	0
0	0
0	3
0	0
0	0
0	0
203	9
0	9
0	0
0	0
0	0
0	0
0	0
0	0
7	19
0	26
0	2
0	19
61	92
0	3
0	3
11	57
2	621
2	53
0	790
0	615
302	812
0	0
0	0
1	0
0	507
2	13
2	0
0	574
1	176
1	23
86	266
4	266
3	255
0	49
0	27
0	50
16	188
2	0
2	76
3	82
0	17
1	56
0	12
2	11
0	3
0	0
29	0
84	786
0	786
172	1199
33	1201
473	222
3	700
0	285
0	184
1	94
0	501
0	416
3	139
0	730
0	638
0	393
0	654
0	654
1	0
0	292
0	292
0	319
0	345
0	676
9	206
1	32
0	337
0	0
1	165
32	81
0	1249
1122	2043
5	54
0	0
3	1417
25	1254
12	283
2	536
2	161
9	133
5	31
0	0
0	0
20	33
1	18
0	33
2017	524
12	519
7	175
0	1
0	0
474	1515
4	74
1	265
13	265
8	138
1	216
2	913
3	108
0	354
8	147
6	405
0	64
2	692
0	696
3	668
4	665
4	681
1	681
1	679
0	660
0	122
18	47
3	160
8	1146
0	1158
235	1117
4	2
14	19
12	13
0	0
0	0
0	0
0	0
0	0
0	0
7	0
0	0
0	0
3	7
0	1
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
2	8
0	0
0	0
0	0
0	1
0	0
0	0
0	0
6	3
0	0
0	0
1	2
0	0
0	0
0	0
4	245
15	263
1	630
2	684
9	707
0	572
5	26
4	46
37	39
0	387
14	68
0	54
2	411
1	2
0	133
0	10
13	2
0	405
0	405
0	96
0	103
12	123
0	30
0	404
0	2
1	29
6	387
0	158
2	2
11	44
27	85
0	9
3	62
0	48
0	63
0	6
0	6416
5414	13843
395	13852
1	13538
3	10838
7	9678
0	6448
0	6421
5	0
33	15
0	7
6	119
18	12
7	112
0	1
1	1
0	20
2	17
1495	4203
0	128
30	4073
10	1635
11	49
23	47
0	0
905	0
2	2026
0	1961
0	1961
2	1961
0	1892
1	1892
0	2060
0	2060
0	1143
0	29
15	0
7	12
0	6
0	2
47	22
0	4
0	5
3	6
0	11
0	0
0	0
0	0
0	2
5	3
0	0
0	1
0	5
0	8
0	4
0	0
0	8
0	1
0	3
0	5
0	7
0	1
0	83
40	109
0	72
1	80
0	79
0	77
0	63
0	50
0	28
1	51
0	37
0	33
0	43
1	43
1	6
0	28
0	26
0	17
1	24
0	13
1	420
0	449
0	449
0	456
0	455
0	455
6	228
0	389
0	401
2	407
0	407
4	346
0	0
1313	320
9	179
14	86
0	0
0	0
3	74
1	69
0	4
0	2
0	4
0	1
0	385
5	331
4	931
0	224
144	544
76	324
0	385
0	180
0	1206
53	1291
0	237
6	213
1	202
0	101
1585	273
0	273
137	558
34	3
7	499
61	121
0	362
7	332
35	315
8	75
21	2101
0	1093
33	3256
1	2256
3	416
44	706
1	636
0	234
25	451
2	310
1	187
4	12
0	0
0	10
0	0
0	0
0	8
51	0
282	891
2	1276
4	1070
0	1654
9	591
3	1240
0	1109
3	913
1	300
1	0
0	367
8	282
0	549
12	71
0	0
0	0
6	0
0	0
0	0
0	0
11	1
16	0
24	0
1	360
1	245
0	88
3426	781
50	783
37	0
3	308
4	102
0	425
0	423
0	425
0	415
1	32
9	21
2	10
0	0
0	11
0	2
0	2
0	1
244	250
0	236
0	29
1	53
0	0
0	4511
4	1276
22	6091
3	6011
8	4694
29	2165
4	5903
1	5206
11	1976
7	3986
0	0
56	2
3	4
44	16
0	120
1282	859
139	712
10	497
9	345
7	4
1	48
0	0
0	0
0	0
0	0
0	1
0	0
0	13
0	13
0	0
0	9
0	2
12	4912
9	4398
0	150
0	1832
4	2747
60	3202
0	304
4	189
1	340
1	52
2	47
8	42
0	250
0	0
1	0
8	717
0	57
0	0
0	0
0	113
6	61
32	65
0	8
0	10
0	0
1	0
0	0
0	0
30	69787
672	59046
4	22252
2	0
186	7459
381	7451
42	1886
37	4
37	0
0	0
2	34
0	3
0	0
0	0
0	0
7	7
0	0
0	0
0	0
0	1
0	0
13	11
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
643	52
9	0
0	32
1044	7
0	0
0	1
17	24
0	1
18	69
3	45
0	0
548	878
3	829
0	406
169	152
0	105
0	152
0	121
6	0
32	37
0	37
0	24
0	0
0	0
896	554
16	2
479	326
3	912
7	808
8	7
2	121
0	600
0	613
2	636
0	0
0	0
214	0
4	1
0	307
0	320
1	21
3	30
19	5053
16	2165
36	4467
24	5053
4	288
0	0
12	8
0	0
376	498
0	0
19	498
0	272
0	147
22	340
303	992
0	986
0	790
3	111
7	1
18	100
81	231
0	190
2	18
10	0
0	0
0	0
2	14
0	28
3	18
2	12
77	2328
6	226
439	2194
0	0
1	0
2	40
2	358
0	336
25	265
0	174
1	0
6	375
0	79
481	2126
0	2715
168	3807
1	0
16	2074
0	3368
3	3344
2	3339
8	2
0	84
0	8
0	37
0	180
0	186
1	687
0	88
0	1
2	4
6	5
0	5
4	24
0	22
0	8
0	1721
7	14
6	736
921	4147
0	1368
3	1239
10	1712
8	460
1	1618
3	456
9	0
0	108
1	61
0	234
42	361
0	25
25	228
0	159
0	245
0	29
7	262
6	24
4054	1194
3	7
5	833
247	1180
0	3
867	284
6	284
0	1
0	0
266	421
0	16
1	0
2	19
14	386
2	12
14	290
9	88
0	50
0	0
0	0
5	13
1	16
0	17
0	0
0	15
1	0
1	2339
112	12586
4	8915
0	3518
0	3394
2	4721
3	1226
2	2511
3	2753
0	4000
1	2536
0	7032
0	4482
0	1865
0	3302
0	3801
1	2366
0	3800
10	768
0	2140
3	1943
0	1895
0	1101
1	749
0	873
0	585
0	181
0	1542
0	2923
0	2124
0	914
2	504
3	315
0	1164
0	786
0	434
1	5
47	179
0	173
0	1
15	6
0	4
44	1130
1007	2827
5	650
16	774
0	1615
39	608
1	4550
9	4938
180	2049
1	200
29	0
109	436
0	605
6	245
0	123
55	54
11	399
4	430
7	22
3	22
15	2623
2614	2887
1	481
9	526
8	370
49	264
2	81
0	0
0	0
0	0
0	0
0	0
0	0
1	3
774	214
3	181
4	111
55	74
0	1
0	0
0	0
6	0
29	14
0	14
24	13
4	5
1	108
25	107
1	38
0	24
0	6
0	3
1	774
0	250
1	1017
5	360
0	989
0	358
0	779
1	283
9	197
27	107
2	57
1	81
8	2403
0	2394
0	1928
0	1758
0	1745
7	1155
50	1223
26	1135
24	453
123	27
10	537
0	310
0	290
37	32
0	448
2	629
1	477
0	651
0	338
0	429
0	331
0	427
0	164
12	125
5	7
4	10
0	7
3	8
0	4
0	4
1	0
0	941
0	907
0	938
0	778
0	2
0	362
0	315
0	358
0	272
0	298
3	211
0	94
0	74
0	88
0	83
21	50
0	40
0	44
0	25
5	2
0	1038
0	1065
4	47
0	395
5	115
0	115
10	144
30	54
7	33
0	0
2	7
0	2
0	1
0	1
0	0
0	1
1	0
0	1
0	0
0	0
417	1240
0	1214
49	1025
0	713
2	343
2	445
1	496
760	2023
9	254
0	429
0	194
18	964
3	5996
3	180
4	6248
0	157
16	411
4	392
0	0
1	221
65	466
34	445
0	434
0	0
10	90
2	224
0	0
1	154
0	0
0	3
0	3
0	2
0	0
0	2
0	2
0	2
0	0
0	0
0	7
0	7
0	0
0	0
0	0
0	0
0	2316
0	2313
1	12
0	28
0	1812
9	702
4	264
0	73
0	841
0	13
0	44
0	45
0	401
0	22
0	4
0	0
292	126
3	40
0	0
2	104
0	0
5	18
5	0
1	0
0	0
0	0
0	0
6	9
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
1	54
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	10
0	0
0	0
0	0
0	0
0	11
0	0
0	0
0	0
0	0
0	10
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
6	0
0	0
0	0
0	1546
0	1546
0	1558
0	1542
2	117
1	517
2	345
0	889
0	771
0	343
0	602
1	420
0	0
0	0
0	0
3	40
4	481
0	2440
6	2316
6	237
0	58
0	30
0	2378
0	2291
4	27
0	119
1	120
0	122
0	26
0	9
2	332
0	0
0	0
0	0
172	410
0	333
0	252
0	0
16	849
0	98
0	851
0	232
25	26
2	26
0	339
0	323
0	80
5	336
1	313
0	351
0	0
0	0
0	0
0	0
0	169
0	21
0	144
0	5
0	66
0	61
0	13
1	37
6	5
24	40
0	2
0	34
5	52
0	0
7	35
0	33
0	44
0	4
1	6
0	32
2	11
0	3
0	0
0	1
38	22
1281	390
5	390
0	0
2	21
0	0
0	0
0	0
0	2
2	1
0	2
0	0
0	0
0	0
73	644
0	685
2	544
8	641
1	166
5	387
0	284
0	264
0	205
2	149
7	70
2	290
4	969
0	1004
0	1008
13	305
0	0
1	213
0	54
2	0
1	39
6	81
0	103
55	14
27	15
9	105
0	0
0	0
2899	1258
3	226
8	63
0	772
6	102
8	3
0	826
4	0
63	2374
26	2374
1	198
0	0
0	0
0	0
10	663
19	13
0	0
0	1
0	0
0	0
0	0
0	73
0	80
0	69
0	65
0	1167
0	67
0	82
4	1168
0	115
0	99
6	156
5	338
0	556
3	72
7	158
2	98
57	1948
1	23
1039	20
19910	2338
0	1556
0	2062
4	1099
0	0
